iter	Logloss
231	0.07857485716
232	0.0784768058
233	0.07831879578
234	0.07821465205
235	0.07805519964
236	0.07788926796
237	0.0778003235
238	0.07770757177
239	0.07767420693
240	0.07757443516
241	0.07737577873
242	0.07734046894
243	0.07721962238
244	0.07710670144
245	0.07698620392
246	0.07678960148
247	0.07668046012
248	0.07645264483
249	0.07635930093
250	0.07630208102
251	0.07608481561
252	0.07596072038
253	0.07581166764
254	0.07566848061
255	0.07557774586
256	0.07556443472
257	0.0754434623
258	0.07532284639
259	0.07524819493
260	0.07512753624
261	0.07507887925
262	0.07504906347
263	0.07495478849
264	0.07487391445
265	0.07487391266
266	0.07480255027
267	0.07474108421
268	0.07467821786
269	0.07461229837
270	0.07451908068
271	0.07443845252
272	0.07423048039
273	0.07412359767
274	0.07408095233
275	0.07408090254
276	0.07407148652
277	0.0739848555
278	0.07391848411
279	0.07385001559
280	0.07376904783
281	0.07373947678
282	0.07363568297
283	0.07360356544
284	0.07356548354
285	0.07346578424
286	0.07337411872
287	0.07327987664
288	0.0732689159
289	0.07321104513
290	0.07317249786
291	0.07307378737
292	0.07293540678
293	0.07286854994
294	0.07282960886
295	0.07270513083
296	0.0726058614
297	0.07256370388
298	0.07248782672
299	0.07238400248
300	0.0723094864
301	0.07213851529
302	0.07209744032
303	0.07194384614
304	0.07193077106
305	0.07181936619
306	0.07169842706
307	0.07143715956
308	0.07140183408
309	0.07133776049
310	0.07127019381
311	0.07118999304
312	0.07108264825
313	0.07103323355
314	0.0709678088
315	0.07095621761
316	0.07077535372
317	0.07061380827
318	0.07050724649
319	0.07048622817
320	0.07042055619
321	0.07035789679
322	0.07027244925
323	0.0702219847
324	0.07021145464
325	0.07013207
326	0.07013203507
327	0.07010272478
328	0.07010270208
329	0.07010271606
330	0.07010269946
331	0.0698914946
332	0.06985436033
333	0.06976555119
334	0.0697068528
335	0.06963258533
336	0.06954740392
337	0.06944477638
338	0.06938783687
339	0.06925247228
340	0.06919176264
341	0.06902138838
342	0.06902140061
343	0.06897388301
344	0.06884762277
345	0.06875033404
346	0.06864197693
347	0.06850001497
348	0.06845753914
349	0.06832928775
350	0.06824366933
351	0.06815373633
352	0.06801334611
353	0.06790845421
354	0.06785787845
355	0.06781789485
356	0.06771868202
357	0.06759663617
358	0.06756697742
359	0.06743836541
360	0.06729224174
361	0.06721953699
362	0.06716837294
363	0.06716835898
364	0.06710445692
365	0.06709628823
366	0.06706149031
367	0.06697836715
368	0.06693248724
369	0.06691699321
370	0.06691695391
371	0.06691696789
372	0.06691696091
373	0.06691695216
374	0.06686796776
375	0.06673109149
376	0.06657547809
377	0.06652465324
378	0.06644730393
379	0.06640102653
380	0.06635233212
381	0.06621874611
382	0.06610699736
383	0.06605979541
384	0.06601363427
385	0.06585931166
386	0.06577636528
387	0.06572096838
388	0.06571135283
389	0.06565983063
390	0.06559145562
391	0.0654657894
392	0.06540461744
393	0.06537060727
394	0.06524162169
395	0.06514056766
396	0.06513345052
397	0.06506414122
398	0.06503231877
399	0.06503231616
400	0.06503232664
401	0.06502991988
402	0.06493259515
403	0.06482012562
404	0.06473404104
405	0.06464911862
406	0.06457707833
407	0.06454802113
408	0.06447169394
409	0.06439212836
410	0.06436818577
411	0.0642259629
412	0.06410394018
413	0.06407529191
414	0.06404588755
415	0.06394656505
416	0.06383932693
417	0.06367456874
418	0.06364891991
419	0.06357868417
420	0.06347694996
421	0.06341345276
422	0.06338046096
423	0.06332105202
424	0.06321460005
425	0.0631715234
426	0.06313467693
427	0.06305446355
428	0.06288460998
429	0.06278785333
430	0.06270703549
431	0.06268444523
432	0.06260573103
433	0.06251437064
434	0.06246713151
435	0.06240784995
436	0.06231312123
437	0.06224620598
438	0.06216382973
439	0.06208482044
440	0.06207757619
441	0.06192751872
442	0.06187771737
443	0.06183793044
444	0.06179582146
445	0.06174728549
446	0.061670092
447	0.06162406308
448	0.06160680265
449	0.0615803041
450	0.06152601374
451	0.06143718003
452	0.06138022822
453	0.06133545007
454	0.06123038817
455	0.06120676366
456	0.06120673921
457	0.06120674491
458	0.06118130345
459	0.06101805905
460	0.06095071661
461	0.06091268601
462	0.06084533385
463	0.06078766191
464	0.06076056114
465	0.06071729769
466	0.06071399522
467	0.06066794631
468	0.06066801181
469	0.06065826384
470	0.0605484563
471	0.06052937814
472	0.06048726621
473	0.060395723
474	0.06034577264
475	0.06026514714
476	0.06026515848
477	0.06020914301
478	0.06010325437
479	0.06000058447
480	0.05994003332
481	0.05981322053
482	0.05972674086
483	0.05966191461
484	0.05960472619
485	0.05950445903
486	0.05945665251
487	0.05938122098
488	0.05931619944
489	0.05928223693
490	0.05921896444
491	0.05912964495
492	0.05905130866
493	0.0589538722
494	0.05895386127
495	0.05890254678
496	0.05882681956
497	0.05864061113
498	0.05856951606
499	0.05850763906
